,running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,combined
843,1757,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/eine-frage-des-formats-mercedes-stellt-sein-elektrisches-suv-eqs-vor-17979876.html,Mercedes EQS mutiert zum SUV,Eine Frage höheren Formats,Ein Luxus-SUV für die Elektrowelt: Mercedes nutzt seine neue Plattform immer weiter aus. Im Herbst soll die EQS-Familie nun auch um ein geländegängiges Modell anwachsen.,Michael Kirchberger,01.05.2022 08:51 Uhr,20.0,,1,0.2936,Mercedes EQS mutiert zum SUV Eine Frage höheren Formats Ein Luxus-SUV für die Elektrowelt: Mercedes nutzt seine neue Plattform immer weiter aus. Im Herbst soll die EQS-Familie nun auch um ein geländegängiges Modell anwachsen.
844,1758,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/ein-pedelec-klappt-zusammen-faltbares-elektro-fahrrad-im-test-17979855.html,Faltbares Elektrofahrrad,Ein Pedelec klappt zusammen,Faltrad und Elektroantrieb – das schließt sich gewöhnlich gegenseitig aus. Bisher zumeist. Das Montague M-E1 will nun den Gegenbeweis antreten. Aber geht das wirklich zusammen?,Hans-Heinrich Pardey,30.04.2022 09:00 Uhr,13.0,,0,0.8123,Faltbares Elektrofahrrad Ein Pedelec klappt zusammen Faltrad und Elektroantrieb – das schließt sich gewöhnlich gegenseitig aus. Bisher zumeist. Das Montague M-E1 will nun den Gegenbeweis antreten. Aber geht das wirklich zusammen?
845,1759,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/lotus-eletre-neues-hyper-suv-mit-elektroantrieb-17979854.html,Elektrisches Hyper-SUV,Wildwuchs im Lotus-Garten,Was der chinesische Geely-Konzern mit der englischen Marke Lotus plant. Ein neues SUV ist auf dem Weg.,Thomas Geiger,28.04.2022 14:59 Uhr,8.0,,0,0.4903,Elektrisches Hyper-SUV Wildwuchs im Lotus-Garten Was der chinesische Geely-Konzern mit der englischen Marke Lotus plant. Ein neues SUV ist auf dem Weg.
846,176,https://www.faz.net/aktuell/feuilleton/buecher/deutsche-nationalbibliothek-reich-ranicki-ausstellung-18079765.html,Marcel Reich-Ranicki,Er spricht zu uns,Neues aus dem Leben Marcel Reich-Ranickis: In der Deutschen Nationalbibliothek Frankfurt erinnert eine Ausstellung an den Literaturkritiker. Wird er nun museumsreif?,Florian Balke,03.06.2022 19:32 Uhr,5.0,,1,0.3609,Marcel Reich-Ranicki Er spricht zu uns Neues aus dem Leben Marcel Reich-Ranickis: In der Deutschen Nationalbibliothek Frankfurt erinnert eine Ausstellung an den Literaturkritiker. Wird er nun museumsreif?
847,1760,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/bmw-7er-erstmals-kommt-ein-vollelek-trisches-modell-i7-auf-den-markt-17979831.html,Neuer BMW 7er,Nier san nier,"Der 7er ist kein Auto, nicht im engeren Sinne. Mit dem polarisierenden Auftritt der neuen Generation wagt BMW einiges. Und ersetzt den Achtzylinder durch einen Elektriker. Allerdings nur in Europa.",Holger Appel,26.04.2022 10:16 Uhr,24.0,,0,0.555,"Neuer BMW 7er Nier san nier Der 7er ist kein Auto, nicht im engeren Sinne. Mit dem polarisierenden Auftritt der neuen Generation wagt BMW einiges. Und ersetzt den Achtzylinder durch einen Elektriker. Allerdings nur in Europa."
848,1761,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/audi-stellt-van-urban-sphere-vor-kurswechsel-fuer-autohersteller-17966868.html,Van-Studie „Urban Sphere“,Audis Traum vom Raum,"VW hat den Bulli, Mercedes die V-Klasse – und Audi? Bislang haben sich die Bayern der Raumfahrt versagt. Doch mit Blick auf China & Co. proben sie einen Kurswechsel und geben mit der Urban Sphere-Studie eine neue Richtung vor.",Thomas Geiger,19.04.2022 13:02 Uhr,14.0,,0,0.5017,"Van-Studie „Urban Sphere“ Audis Traum vom Raum VW hat den Bulli, Mercedes die V-Klasse – und Audi? Bislang haben sich die Bayern der Raumfahrt versagt. Doch mit Blick auf China & Co. proben sie einen Kurswechsel und geben mit der Urban Sphere-Studie eine neue Richtung vor."
849,1762,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/kia-suv-niro-in-der-zweiten-generation-mit-drei-modellen-17950125.html,Kia,Zweite Runde für den Niro,"Auch in der zweiten Generation des SUV Niro hält Kia an dem Dreiklang von Hybrid, Plug-in-Hybrid und reinem Elektroauto fest. Es gibt etwas mehr Platz, ein neues, modernes Armaturenbrett und einen nachhaltigen Innenraum.",Boris Schmidt,16.04.2022 19:45 Uhr,11.0,,0,0.5258,"Kia Zweite Runde für den Niro Auch in der zweiten Generation des SUV Niro hält Kia an dem Dreiklang von Hybrid, Plug-in-Hybrid und reinem Elektroauto fest. Es gibt etwas mehr Platz, ein neues, modernes Armaturenbrett und einen nachhaltigen Innenraum."
850,1763,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/suv-unter-den-e-bikes-so-faehrt-sich-das-neue-modell-von-corratec-17950102.html,Fahrbericht E-Bike Corratec,Im Nebenberuf Bergziege,"Den Alltag meistern, das Alltägliche hinter sich lassen – dafür gibt es E-Bikes wie dieses SUV von Corratec.",Walter Wille,14.04.2022 10:14 Uhr,22.0,,0,0.3262,"Fahrbericht E-Bike Corratec Im Nebenberuf Bergziege Den Alltag meistern, das Alltägliche hinter sich lassen – dafür gibt es E-Bikes wie dieses SUV von Corratec."
851,1764,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/mercedes-benz-c-300-e-fahrbericht-zum-plug-in-hybrid-17950121.html,Fahrbericht Mercedes C-Klasse,Ganz groß im Kleinen,Die C-Klasse sieht so elegant aus wie ihre Geschwister und setzt mit dem Plug-in-Hybrid technisch ein Ausrufezeichen. Wären da nur nicht die gemeinen Mülltonnen in der Garage.,Holger Appel,13.04.2022 15:12 Uhr,18.0,,1,0.3599,Fahrbericht Mercedes C-Klasse Ganz groß im Kleinen Die C-Klasse sieht so elegant aus wie ihre Geschwister und setzt mit dem Plug-in-Hybrid technisch ein Ausrufezeichen. Wären da nur nicht die gemeinen Mülltonnen in der Garage.
852,1765,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/nissan-setzt-auf-das-elektroauto-mit-ariya-und-townstar-modellen-17931701.html,Nissans Elektro-Offensive,Endlich Freunde für den Leaf,Seit 2010 verkauft Nissan den elektrischen Leaf und war damit Vorreiter im Markt. Nach langer Pause soll jetzt dem Elektroauto wieder mehr Raum gegeben werden. Noch dieses Jahr kommen der Ariya und der Lieferwagen Townstar.,Boris Schmidt,12.04.2022 14:59 Uhr,21.0,,0,0.8217,Nissans Elektro-Offensive Endlich Freunde für den Leaf Seit 2010 verkauft Nissan den elektrischen Leaf und war damit Vorreiter im Markt. Nach langer Pause soll jetzt dem Elektroauto wieder mehr Raum gegeben werden. Noch dieses Jahr kommen der Ariya und der Lieferwagen Townstar.
853,1766,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/ein-muldenkipper-ist-das-groesste-elektroauto-der-welt-17931715.html,Größtes Elektroauto der Welt,Steter Strom am Stein,"Allein 4,5 Tonnen wiegen die Batterien, die 700 kWh Energie speichern. Insgesamt wiegt der elektrische Muldenkipper Lynx 58 Tonnen und kann 65 Tonnen laden. Sein Arbeitsgebiet in ein Steinbruch in der Schweiz.",Hans W. Mayer,10.04.2022 17:00 Uhr,42.0,,0,0.5245,"Größtes Elektroauto der Welt Steter Strom am Stein Allein 4,5 Tonnen wiegen die Batterien, die 700 kWh Energie speichern. Insgesamt wiegt der elektrische Muldenkipper Lynx 58 Tonnen und kann 65 Tonnen laden. Sein Arbeitsgebiet in ein Steinbruch in der Schweiz."
854,1767,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/smart-aus-der-kooperation-von-daimler-und-geely-entsteht-ein-suv-17941616.html,Der neue Smart ist da,Das Ende der Querparker,Jetzt kommt auch Smart aufs SUV. In der Kooperation von Daimler und Geely wird aus dem knuddeligen Kleinstwagen ein kompaktes Allerweltsauto mit schier unglaublichen Leistungsdaten.,Holger Appel,07.04.2022 17:45 Uhr,40.0,,0,0.4968,Der neue Smart ist da Das Ende der Querparker Jetzt kommt auch Smart aufs SUV. In der Kooperation von Daimler und Geely wird aus dem knuddeligen Kleinstwagen ein kompaktes Allerweltsauto mit schier unglaublichen Leistungsdaten.
855,1768,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/elektroautos-wie-sich-die-autogetriebe-weiterentwickeln-17913638.html,Getriebe im Elektroauto,Zahn der Zeit,Kein Motor ohne Getriebe: Das gilt auch im Zeitalter von Elektro. Doch die langjährige Paarung verändert sich zur komplizierten Dreiecksbeziehung mit ungewisser Zukunft.,Johannes Winterhagen,30.03.2022 15:19 Uhr,19.0,,0,0.5833,Getriebe im Elektroauto Zahn der Zeit Kein Motor ohne Getriebe: Das gilt auch im Zeitalter von Elektro. Doch die langjährige Paarung verändert sich zur komplizierten Dreiecksbeziehung mit ungewisser Zukunft.
856,1769,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/ssangyong-aus-korea-elektrifiziert-sein-suv-korando-17892540.html,Elektrischer SUV Korando,Nach Knopfdruck Stille,"Nischenanbieter Ssangyong aus Korea elektrifiziert sein SUV Korando. Das 4,50-Meter-Auto bietet eine Reichweite von 340 Kilometer nach der Norm. Auf zur ersten Probefahrt.",Ute Kernbach,27.03.2022 18:22 Uhr,22.0,,1,0.3996,"Elektrischer SUV Korando Nach Knopfdruck Stille Nischenanbieter Ssangyong aus Korea elektrifiziert sein SUV Korando. Das 4,50-Meter-Auto bietet eine Reichweite von 340 Kilometer nach der Norm. Auf zur ersten Probefahrt."
857,177,https://www.faz.net/aktuell/feuilleton/buecher/dracula-jetzt-als-substack-newsletter-18078562.html,„Dracula“ geht viral,Ein Safe Space für den Vampir,"Bram Stokers „Dracula“ war immer schon ein Buch über mediale Innovation. Nur konsequent, dass die Geschichte des Vampirs jetzt im Netz viral gegangen ist – und als Newsletter, in Memes und mit Playlisten weitererzählt wird.",Tobias Rüther,05.06.2022 14:15 Uhr,,,0,0.7865,"„Dracula“ geht viral Ein Safe Space für den Vampir Bram Stokers „Dracula“ war immer schon ein Buch über mediale Innovation. Nur konsequent, dass die Geschichte des Vampirs jetzt im Netz viral gegangen ist – und als Newsletter, in Memes und mit Playlisten weitererzählt wird."
858,1770,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/opel-rocks-e-im-fahrbericht-das-elektroauto-fuer-junge-fahrer-17892542.html,Opel Rocks E im Fahrbericht,Der reizende Minimalist,"Mit dem Rocks E will Opel die Straßen der Stadt aufmischen und junge Fahrer begeistern. Der 45 km/h-Winzling zeigt Charme und Genügsamkeit. Doch wer Komfort sucht, sei gewarnt.",Anna-Lena Niemann,24.03.2022 10:25 Uhr,8.0,,1,0.4074,"Opel Rocks E im Fahrbericht Der reizende Minimalist Mit dem Rocks E will Opel die Straßen der Stadt aufmischen und junge Fahrer begeistern. Der 45 km/h-Winzling zeigt Charme und Genügsamkeit. Doch wer Komfort sucht, sei gewarnt."
859,1771,https://www.faz.net/aktuell/technik-motor/elektromobilitaet/audi-a6-avant-2024-kommt-der-elektrische-a6-avant-e-tron-17892538.html,Neuer Audi,Ring frei für den elektrischen A6,Audi geht den Weg in die Elektromobilität konsequent weiter. 2024 kommt der A6 Avant E-Tron auf den Markt. Noch wird aber der konventionelle Audi A6 Avant parallel weiter gebaut.,Boris Schmidt,22.03.2022 15:03 Uhr,19.0,,0,0.5747,Neuer Audi Ring frei für den elektrischen A6 Audi geht den Weg in die Elektromobilität konsequent weiter. 2024 kommt der A6 Avant E-Tron auf den Markt. Noch wird aber der konventionelle Audi A6 Avant parallel weiter gebaut.
860,1772,https://www.faz.net/aktuell/technik-motor/motor/elektro-lastwagen-der-brummi-der-nicht-brummt-18066245.html,Elektro-Lastwagen,"Der Brummi, der nicht brummt","Eine Tonne Batterie, drei Tonnen Nutzlast und 80.000 Euro Subvention: Erste Probefahrt mit dem Elektro-Lastwagen BAX LR.",Boris Schmidt,05.06.2022 08:52 Uhr,5.0,,1,0.2728,"Elektro-Lastwagen Der Brummi, der nicht brummt Eine Tonne Batterie, drei Tonnen Nutzlast und 80.000 Euro Subvention: Erste Probefahrt mit dem Elektro-Lastwagen BAX LR."
861,1773,https://www.faz.net/aktuell/technik-motor/motor/motorradlaerm-laut-ist-out-kampagne-aus-den-neunzigern-18066228.html,Motorradlärm,Laut ist out,Schon vor Jahrzehnten und immer noch ein Thema: Motorradlärm. Manche Fahrer sind selbst genervt von den Geräuschen ihrer Maschine.,,03.06.2022 11:28 Uhr,21.0,,0,0.4885,Motorradlärm Laut ist out Schon vor Jahrzehnten und immer noch ein Thema: Motorradlärm. Manche Fahrer sind selbst genervt von den Geräuschen ihrer Maschine.
862,1774,https://www.faz.net/aktuell/technik-motor/motor/alles-ausgebucht-18066227.html,Wohin mit dem Wohnmobil?,Des Campers Frust,"Der Markt für Reisemobile wächst und wächst. Was nicht mithalten kann, ist die Zahl der Stellplätze an den schönen Flecken dieser Welt. Vor allem der Neucamper muss sich oft damit auseinander setzen, dass alles schon belegt ist.",,01.06.2022 09:36 Uhr,9.0,,1,0.8722,"Wohin mit dem Wohnmobil? Des Campers Frust Der Markt für Reisemobile wächst und wächst. Was nicht mithalten kann, ist die Zahl der Stellplätze an den schönen Flecken dieser Welt. Vor allem der Neucamper muss sich oft damit auseinander setzen, dass alles schon belegt ist."
863,1775,https://www.faz.net/aktuell/technik-motor/motor/probefahrt-mit-ford-f-150-lightning-beeindruckt-schwer-18066225.html,Ford F-150 Lightning,Es ist wieder T Time,Ford hat einst mit dem Modell T die Autowelt revolutioniert. Jetzt drängt der F-150 Lightning auf den Markt. Der ist nicht einfach ein Pick-up für die Nische. Er setzt in der jungen Welt des Elektroautos Maßstäbe und hat uns auf einer ersten Probefahrt schwer beeindruckt.,Thomas Geiger,02.06.2022 15:55 Uhr,36.0,,0,0.5103,Ford F-150 Lightning Es ist wieder T Time Ford hat einst mit dem Modell T die Autowelt revolutioniert. Jetzt drängt der F-150 Lightning auf den Markt. Der ist nicht einfach ein Pick-up für die Nische. Er setzt in der jungen Welt des Elektroautos Maßstäbe und hat uns auf einer ersten Probefahrt schwer beeindruckt.
864,1776,https://www.faz.net/aktuell/technik-motor/motor/fiat-tipo-und-fiat-500x-gibt-es-nur-noch-als-hybrid-18050961.html,Fiat Tipo und 500X Hybrid,Wenig Strom für viel Geld,"Fiat ist auf dem Weg ins Elektroauto-Zeitalter. Aber in kleinen Schritten. Der Tipo und der 500X werden hybridisiert, andere Motorversionen werden gestrichen.",Martina Göres,30.05.2022 16:00 Uhr,11.0,,0,0.8037,"Fiat Tipo und 500X Hybrid Wenig Strom für viel Geld Fiat ist auf dem Weg ins Elektroauto-Zeitalter. Aber in kleinen Schritten. Der Tipo und der 500X werden hybridisiert, andere Motorversionen werden gestrichen."
865,1777,https://www.faz.net/aktuell/technik-motor/motor/oldtimer-show-villa-d-este-best-of-buickatti-18059798.html,Villa D’Este 2022,Best of Buickatti,"Neben Pebble Beach in Kalifornien ist der Concorso D'Elegenza an der Villa D'Este der renommierteste Oldtimer-Concours der Welt. Rund 50 alte, schöne und seltene Fahrzeuge stellen sich dem Wettbewerb. Die Atmosphäre ist einzigartig.",Boris Schmidt,28.05.2022 14:00 Uhr,17.0,,1,0.2879,"Villa D’Este 2022 Best of Buickatti Neben Pebble Beach in Kalifornien ist der Concorso D'Elegenza an der Villa D'Este der renommierteste Oldtimer-Concours der Welt. Rund 50 alte, schöne und seltene Fahrzeuge stellen sich dem Wettbewerb. Die Atmosphäre ist einzigartig."
866,1778,https://www.faz.net/aktuell/technik-motor/motor/bmw-der-neue-3er-ist-ab-juli-zu-kaufen-18050958.html,3er,Neue Kraft für das Herz von BMW,"Der 3er ist das Herz von BMW. Die siebte Generation ist seit 2019 auf dem Markt, sie wird jetzt erneuert, in der Hauptsache wird die Ausstattung aufgewertet. Schaltgetriebe fliegen endgültig aus dem Programm.",Boris Schmidt,27.05.2022 15:16 Uhr,21.0,,0,0.8355,"3er Neue Kraft für das Herz von BMW Der 3er ist das Herz von BMW. Die siebte Generation ist seit 2019 auf dem Markt, sie wird jetzt erneuert, in der Hauptsache wird die Ausstattung aufgewertet. Schaltgetriebe fliegen endgültig aus dem Programm."
867,1779,https://www.faz.net/aktuell/technik-motor/motor/kuenftig-faehrt-google-in-jedem-neuen-volvo-mit-18050947.html,Android Automotive,Künftig fährt Google in jedem neuen Volvo mit,Wie gut ist das neue Google-Betriebssystem? Android Automotive ersetzt Sensus Connect und übernimmt das Infotainment.,Michael Spehr,26.05.2022 16:31 Uhr,13.0,,0,0.8249,Android Automotive Künftig fährt Google in jedem neuen Volvo mit Wie gut ist das neue Google-Betriebssystem? Android Automotive ersetzt Sensus Connect und übernimmt das Infotainment.
868,178,https://www.faz.net/aktuell/feuilleton/buecher/wer-war-marcel-reich-ranicki-18079030.html,Wer war Reich-Ranicki?,"Der Mann, der keine Angst hatte",Zur Eröffnung der Frankfurter Marcel-Reich-Ranicki-Ausstellung: Eine Charakterisierung des großen Literaturkritikers.,Jürgen Kaube,03.06.2022 17:45 Uhr,11.0,,1,0.7709,"Wer war Reich-Ranicki? Der Mann, der keine Angst hatte Zur Eröffnung der Frankfurter Marcel-Reich-Ranicki-Ausstellung: Eine Charakterisierung des großen Literaturkritikers."
869,1780,https://www.faz.net/aktuell/technik-motor/motor/fahrbericht-aprilia-sr-gt-125-sportlich-robuster-roller-18050948.html,Fahrbericht Aprilia SR GT 125,Abenteuer an der Ampel,Aprilia gibt dem Scooter Stollen. Wozu ist das gut? Wir haben die Antwort auf dem ersten „Urban Adventure“-Roller gefunden.,Walter Wille,25.05.2022 10:10 Uhr,10.0,,1,0.532,Fahrbericht Aprilia SR GT 125 Abenteuer an der Ampel Aprilia gibt dem Scooter Stollen. Wozu ist das gut? Wir haben die Antwort auf dem ersten „Urban Adventure“-Roller gefunden.
870,1781,https://www.faz.net/aktuell/technik-motor/motor/mercedes-will-mit-elektrischem-amg-nach-oben-18046345.html,Neue Luxusmodelle,Mercedes will nach oben,Luxus läuft: Maybach flirtet mit dem Laufsteg und kreiert ein Haute Voiture. Doch die Spitze der neuen Bewegung soll ein elektrischer AMG wie von einem anderen Stern erobern.,Holger Appel,23.05.2022 17:20 Uhr,19.0,,0,0.5164,Neue Luxusmodelle Mercedes will nach oben Luxus läuft: Maybach flirtet mit dem Laufsteg und kreiert ein Haute Voiture. Doch die Spitze der neuen Bewegung soll ein elektrischer AMG wie von einem anderen Stern erobern.
871,1782,https://www.faz.net/aktuell/technik-motor/motor/wiener-motorensymposium-zeigt-die-antriebe-der-zukunft-18032184.html,Antriebe der Zukunft,Multikulti unter der Haube,"Batterie, Brennstoffzelle und Verbrennungsmotor im trauten Miteinander. Das Wiener Motoren­symposion zeigt die Vielfalt künftiger Antriebe.",Johannes Winterhagen,20.05.2022 17:10 Uhr,13.0,,0,0.8613,"Antriebe der Zukunft Multikulti unter der Haube Batterie, Brennstoffzelle und Verbrennungsmotor im trauten Miteinander. Das Wiener Motoren­symposion zeigt die Vielfalt künftiger Antriebe."
872,1783,https://www.faz.net/aktuell/technik-motor/motor/fahrberichte/honda-hrv-im-test-sparsam-im-alltag-aber-ohne-schwung-18032218.html,Fahrbericht Honda HRV,Ruhig mal ganz anders,"Wer drei Antriebe zu einem verdichtet, muss einige Fachkenntnis haben. Und den Wunsch, Alltagsleben mit Sparsamkeit zu verbinden. Na gut. Schwung aber bleibt auf der Strecke.",Holger Appel,18.05.2022 16:24 Uhr,5.0,,1,0.3029,"Fahrbericht Honda HRV Ruhig mal ganz anders Wer drei Antriebe zu einem verdichtet, muss einige Fachkenntnis haben. Und den Wunsch, Alltagsleben mit Sparsamkeit zu verbinden. Na gut. Schwung aber bleibt auf der Strecke."
873,1784,https://www.faz.net/aktuell/technik-motor/motor/neuer-range-rover-sport-farmers-fitness-18032217.html,Neuer Range Rover Sport,Farmers Fitness,Nach dem Range Rover wird nun auch der etwas kleinere Range Rover Sport erneuert. Die dritte Generation des SUV startet Ende 2022 mit einer reichhaltigen Auswahl an Motoren. Rein elektrisch wird es dann 2024.,Boris Schmidt,17.05.2022 17:12 Uhr,10.0,,1,0.2822,Neuer Range Rover Sport Farmers Fitness Nach dem Range Rover wird nun auch der etwas kleinere Range Rover Sport erneuert. Die dritte Generation des SUV startet Ende 2022 mit einer reichhaltigen Auswahl an Motoren. Rein elektrisch wird es dann 2024.
874,1785,https://www.faz.net/aktuell/technik-motor/motor/autos-in-der-zukunft-streng-geheim-18025299.html,Autos in der Zukunft,Streng geheim,"Keiner weiß, wie die mobile Welt in ein paar Jahren ticken wird. Trotzdem müssen die Autohersteller mit einem Blick in die Glaskugel milliardenschwere ­Produkte entwickeln. Ohne Kundenklinik geht da nichts.",Stefan Grundhoff,16.05.2022 15:04 Uhr,10.0,,0,0.3518,"Autos in der Zukunft Streng geheim Keiner weiß, wie die mobile Welt in ein paar Jahren ticken wird. Trotzdem müssen die Autohersteller mit einem Blick in die Glaskugel milliardenschwere ­Produkte entwickeln. Ohne Kundenklinik geht da nichts."
875,1786,https://www.faz.net/aktuell/technik-motor/motor/motorrad-blick-auf-eine-100-jahre-zurueckliegende-epoche-18025186.html,Motorradsport,Höllentrip auf Holzlatten,In der Pionierzeit des Motorrads wagte sich der Rennsport in Amerika auf glattes Parkett. Board Tracks waren ein mörderischer Holzweg. Blick auf eine 100 Jahre zurückliegende Epoche des Irrsinns.,Uli Böckmann,16.05.2022 10:12 Uhr,,,0,0.5937,Motorradsport Höllentrip auf Holzlatten In der Pionierzeit des Motorrads wagte sich der Rennsport in Amerika auf glattes Parkett. Board Tracks waren ein mörderischer Holzweg. Blick auf eine 100 Jahre zurückliegende Epoche des Irrsinns.
876,1787,https://www.faz.net/aktuell/technik-motor/motor/wohnmobil-eura-mobil-v635-so-faehrt-sich-das-variable-reisemobil-18015007.html,Wohnmobil Eura Mobil Van V635,Kastencamper für Sportler,Der Eura Mobil V 635 HB ist variabel und soll in der Premiumklasse punkten. Viele Zähler kommen dabei nicht zusammen. Dennoch bietet Eura ein attraktives Freizeitmobil.,Michael Kirchberger,15.05.2022 14:13 Uhr,10.0,,1,0.6157,Wohnmobil Eura Mobil Van V635 Kastencamper für Sportler Der Eura Mobil V 635 HB ist variabel und soll in der Premiumklasse punkten. Viele Zähler kommen dabei nicht zusammen. Dennoch bietet Eura ein attraktives Freizeitmobil.
877,1788,https://www.faz.net/aktuell/technik-motor/motor/subaru-forester-erhaelt-neue-front-und-ein-modifiziertes-fahrwerk-18014967.html,Subaru Forester,Der Waidmann dankt,Subaru frischt den rustikalen Forester auf. Von außen fällt vor allem die neu gestaltete Front auf. Das Fahrwerk wurde etwas modifiziert.,Lukas Weber,14.05.2022 14:00 Uhr,10.0,,0,0.8156,Subaru Forester Der Waidmann dankt Subaru frischt den rustikalen Forester auf. Von außen fällt vor allem die neu gestaltete Front auf. Das Fahrwerk wurde etwas modifiziert.
878,1789,https://www.faz.net/aktuell/technik-motor/motor/ford-elektrifiziert-den-lieferwagen-transit-18014968.html,Elektrischer Ford Transit,Energieversorgung aus einer Hand,"Ford elektrifiziert seinen Lieferwagen-Klassiker Transit, will seinen Gewerbekunden gleichzeitig ein Rundum-Sorglos-Paket bieten und so die Elektromobilität voran bringen.",Martina Göres,13.05.2022 16:36 Uhr,15.0,,0,0.524,"Elektrischer Ford Transit Energieversorgung aus einer Hand Ford elektrifiziert seinen Lieferwagen-Klassiker Transit, will seinen Gewerbekunden gleichzeitig ein Rundum-Sorglos-Paket bieten und so die Elektromobilität voran bringen."
879,179,https://www.faz.net/aktuell/feuilleton/buecher/marcel-beyer-kritisiert-zeitschrift-emma-und-alice-schwarzer-18077440.html,Intellektuelle und der Krieg,Es lebe Gayropa!,"Gegen Alice Schwarzer, „Emma“ und das Menschenbild sogenannter prominenter deutscher Intellektueller, die sich  im Ukrainekrieg für unverzichtbar halten. Ein Gastbeitrag.",Marcel Beyer,03.06.2022 15:29 Uhr,99.0,,0,0.6686,"Intellektuelle und der Krieg Es lebe Gayropa! Gegen Alice Schwarzer, „Emma“ und das Menschenbild sogenannter prominenter deutscher Intellektueller, die sich  im Ukrainekrieg für unverzichtbar halten. Ein Gastbeitrag."
880,1790,https://www.faz.net/aktuell/technik-motor/motor/wasserstoffantrieb-beim-lkw-rueckkehr-des-h2-verbrennungsmotors-18015008.html,Lkw mit Wasserstoffantrieb,Die Rückkehr des H2-Verbrenners,"Wasserstoff wie Erdgas oder Diesel im Motor zu verbrennen, schien lange ineffektiv. Der Lastwagenhersteller Daf arbeitet nun an dieser Technik. Gegenüber der Brennstoffzelle habe sie viele Vorteile.",Boris Schmidt,12.05.2022 16:09 Uhr,36.0,,0,0.3095,"Lkw mit Wasserstoffantrieb Die Rückkehr des H2-Verbrenners Wasserstoff wie Erdgas oder Diesel im Motor zu verbrennen, schien lange ineffektiv. Der Lastwagenhersteller Daf arbeitet nun an dieser Technik. Gegenüber der Brennstoffzelle habe sie viele Vorteile."
881,1791,https://www.faz.net/aktuell/technik-motor/motor/probefahrt-mazda-cx-60-18014965.html,Probefahrt Mazda CX-60,Ein Viertel gegen den Strom,"Mazda stemmt sich gegen seelenlose Verzichtserklärungen. Es wird im neuen CX-60, man höre und staune, Reihensechszylinder als Benziner und Diesel geben. Drei Viertel des Absatzes soll freilich der Plug-in-Hybrid ausmachen.",Holger Appel,11.05.2022 16:01 Uhr,27.0,,0,0.5717,"Probefahrt Mazda CX-60 Ein Viertel gegen den Strom Mazda stemmt sich gegen seelenlose Verzichtserklärungen. Es wird im neuen CX-60, man höre und staune, Reihensechszylinder als Benziner und Diesel geben. Drei Viertel des Absatzes soll freilich der Plug-in-Hybrid ausmachen."
882,1792,https://www.faz.net/aktuell/technik-motor/motor/fahrberichte/fahrbericht-bmw-i4-xdrive-m50-exzellente-verarbeitung-18014969.html,Fahrbericht BMW i4 xDrive M50,So geht’s elektrisch,"Kaum ein Elektroauto hat in der Redaktion so beeindruckt wie der BMW i4. Er fährt klasse, hat eine ordentliche Reichweite und lädt schnell. Die Verarbeitung ist exzellent. Aber er ist sehr teuer.",Boris Schmidt,10.05.2022 15:12 Uhr,26.0,,1,0.6801,"Fahrbericht BMW i4 xDrive M50 So geht’s elektrisch Kaum ein Elektroauto hat in der Redaktion so beeindruckt wie der BMW i4. Er fährt klasse, hat eine ordentliche Reichweite und lädt schnell. Die Verarbeitung ist exzellent. Aber er ist sehr teuer."
883,1793,https://www.faz.net/aktuell/technik-motor/motor/yachtbau-auf-gotland-der-die-herzen-zufliegen-18008847.html,Yachtbau auf Gotland,Der die Herzen zufliegen,Mediterrane Schönheit aus dem hohen Norden: Auf Gotland macht eine Werft ihr Ding. Ein Deutscher hält sie über Wasser.,Walter Wille,09.05.2022 15:00 Uhr,26.0,,0,0.4871,Yachtbau auf Gotland Der die Herzen zufliegen Mediterrane Schönheit aus dem hohen Norden: Auf Gotland macht eine Werft ihr Ding. Ein Deutscher hält sie über Wasser.
884,1794,https://www.faz.net/aktuell/technik-motor/technik/fuenf-am-freitag-da-stehen-alle-drauf-18078432.html,Fünf am Freitag,Da stehen alle drauf,"Docking-Station, SUP-Magazin, China-Chic, Piloten-Smartwatch und Wasser-Filter: Das sind die Neuigkeiten aus der Technikkiste.",,03.06.2022 11:19 Uhr,5.0,,1,0.5202,"Fünf am Freitag Da stehen alle drauf Docking-Station, SUP-Magazin, China-Chic, Piloten-Smartwatch und Wasser-Filter: Das sind die Neuigkeiten aus der Technikkiste."
