running_id,link,article_type,headline,content_extract,author,publication_time,shares,__final verdict__MANUAL,__final verdict__WEAK_SUPERVISION,__final verdict__WEAK_SUPERVISION__confidence,article_type__interesting topics__MANUAL,article_type__interesting topics__WEAK_SUPERVISION,article_type__interesting topics__WEAK_SUPERVISION__confidence,headline__extract data__MANUAL,headline__extract data__WEAK_SUPERVISION,headline__extract data__WEAK_SUPERVISION__confidence,content_extract__extract data 2__MANUAL,content_extract__extract data 2__WEAK_SUPERVISION,content_extract__extract data 2__WEAK_SUPERVISION__confidence
20,https://www.faz.net/aktuell/gesellschaft/menschen/thronjubilaeum-koenigin-elisabeth-ii/die-queen-trifft-paddington-baer-18082474.html,Thronjubiläum,Königin Elisabeth trifft Paddington Bär,,,05.06.2022 12:07 Uhr,23,,nicht interessant,0.4280,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]",,,
200,https://www.faz.net/aktuell/feuilleton/buehne-und-konzert/warum-praesident-erdogan-der-truthahn-nicht-passt-18080126.html,„Türkiye“ statt „Turkey“,Was hat er nur gegen den Vogel?,Im Namen des Truthahns: Präsident Erdogan hat bei der UN die offizielle Änderung der englischen Länderbezeichnung „Turkey“ erreicht. Wir hätten da noch weitere Vorschläge.,,03.06.2022 19:06 Uhr,111,,interessant,0.3447,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2000,https://www.faz.net/aktuell/wirtschaft/konjunktur/hoehere-inflation-bleibt-laenger-ezb-soll-schneller-handeln-18075316.html,Bankenverband,Höhere Inflation bleibt länger – EZB soll schneller handeln,Der Bundesverband deutscher Banken rechnet mit einer längerfristigen Teuerungsrate über dem Ziel der Europäischen Zentralbank von 2 Prozent.,,02.06.2022 08:07 Uhr,12,,interessant,0.4797,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2001,https://www.faz.net/aktuell/wirtschaft/konjunktur/scholz-will-die-inflation-bremsen-es-braucht-eine-zinskorrektur-18073805.html,Scholz-Ankündigung,Fragwürdiges Inflationskonzert,Der Kanzler bittet zur Neuauflage der „Konzertierten Aktion“ gegen die hohe Preissteigerungsrate. Das erstaunt gleich aus mehreren Gründen – und könnte gehörig danebengehen.,"Ein Kommentar von
					  						Heike Göbel",01.06.2022 15:48 Uhr,57,,interessant,0.8601,['O'],['O'],[Decimal('0')],"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2002,https://www.faz.net/aktuell/wirtschaft/konjunktur/inflation-daempft-die-lust-am-konsum-18072945.html,Einzelhandel,Die Kassen klingeln immer leiser,Im April lag der Umsatzrückgang im Einzelhandel real um mehr als 5 Prozent unter dem Niveau vom März.,,01.06.2022 10:33 Uhr,84,,interessant,0.5772,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2003,https://www.faz.net/aktuell/wirtschaft/konjunktur/oelembargo-habeck-hadert-mit-neuen-sanktionen-gegen-russland-18071549.html,Neue Sanktionen gegen Russland,Habeck hadert mit dem Ölembargo,Der Minister spricht von „Gewürge“. Aber die Raffinerie Schwedt schöpft neue Hoffnung.,"Christian Geinitz, Berlin",31.05.2022 16:59 Uhr,18,,interessant,0.3519,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2004,https://www.faz.net/aktuell/wirtschaft/konjunktur/arbeitslosigkeit-im-mai-noch-einmal-gesunken-18070529.html,Beschäftigung,Arbeitslosigkeit sinkt weiter,Das Ende der coronabedingten Einschränkungen macht sich auch auf dem Arbeitsmarkt bemerkbar. Der Ukrainekrieg und Lieferengpässe belasten aber die Aussichten.,,31.05.2022 11:40 Uhr,5,,interessant,0.4805,['O'],['O'],[Decimal('0')],"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2005,https://www.faz.net/aktuell/wirtschaft/konjunktur/atomkraft-und-tempolimit-ideen-des-iea-chefs-gegen-die-energiekrise-18060349.html,IEA-Chef Birol im Interview,„Wir brauchen Tempolimit und Atomkraftwerke“,"Fatih Birol leitet die Internationale Energie-Agentur. Er hat einige Ideen gegen die Energiekrise, die nicht allen Deutschen gefallen werden.",Patrick Bernau,30.05.2022 16:52 Uhr,25,,interessant,0.5748,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2006,https://www.faz.net/aktuell/wirtschaft/konjunktur/sondervermoegen-fuer-die-bundeswehr-was-bedeutet-das-ergebnis-18068308.html,Mehr Mittel fürs Militär,Warum zu den Bundeswehr-Sonderschulden längst nicht alles geklärt ist,Nach der Zeitenwende-Ankündigung von Kanzler Olaf Scholz hat das Ringen um mehr Milliarden für die deutschen Streitkräfte drei Monate gedauert. Was bedeutet das Ergebnis?,"Manfred Schäfers, Berlin",30.05.2022 14:42 Uhr,9,,interessant,0.8089,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2007,https://www.faz.net/aktuell/wirtschaft/konjunktur/importpreise-steigen-so-stark-wie-zuletzt-1974-18067760.html,Frühindikator für Inflation,Importpreise steigen so stark wie zuletzt 1974,"Im April lag das Plus bei den Importpreisen bei 31,7 Prozent. Das ist eine direkte Folge des Kriegs in der Ukraine.",,30.05.2022 10:50 Uhr,67,,interessant,0.8764,"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2008,https://www.faz.net/aktuell/wirtschaft/konjunktur/realloehne-sinken-wegen-hoher-inflation-um-1-8-prozent-18067920.html,Hohe Inflation,"Reallöhne sinken um 1,8 Prozent","Die Löhne steigen, aber mit den Verbraucherpreisen halten sie nicht mit: Die hohe Inflation frisst das Geld der Deutschen auf. Experten rechnen nicht mit einer schnellen Besserung.",,30.05.2022 12:20 Uhr,87,,interessant,0.8918,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2009,https://www.faz.net/aktuell/wirtschaft/konjunktur/soziales-klimageld-hubertus-heil-prescht-mit-neuer-leistung-vor-18066451.html,Heils Vorstoß,Klimageld bis 4000 Euro brutto?,"Der Arbeits- und Sozialminister prescht mit einer neuen Leistung für Gruppen vor, die bislang nicht in seinen Aufgabenbereich fallen. Der Koalitionspartner FDP reagiert reserviert.","Manfred Schäfers, Berlin",29.05.2022 17:51 Uhr,12,,interessant,0.8186,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
201,https://www.faz.net/aktuell/feuilleton/buehne-und-konzert/ukraine-lambrecht-spricht-das-wort-sieg-nicht-aus-18076516.html,Die SPD und der Krieg,Das Unsagbare,Die Verteidigungsministerin bekommt das Wort vom „Sieg“ der Ukraine in einem Interview nicht über die Lippen. Warum nur?,,02.06.2022 19:50 Uhr,103,,interessant,0.9205,"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2010,https://www.faz.net/aktuell/wirtschaft/konjunktur/von-portugal-aus-fuer-die-welt-18066118.html,Hannover-Messe,Von Portugal aus für die Welt,"Portugal ist das viertsicherste Land der Welt und das OECD-Land mit der zweitgrößten Offenheit für ausländische Investitionen, schreibt der portugiesische Premierminister António Costa in einem Gastbeitrag anlässlich der Hannover-Messe.",António Costa,29.05.2022 20:37 Uhr,2,,interessant,0.6257,['O'],['O'],[Decimal('0')],"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2011,https://www.faz.net/aktuell/wirtschaft/konjunktur/plan-der-bundesregierung-eine-energiespar-offensive-fuer-deutschland-18062775.html,Plan der Bundesregierung,Eine Energiespar-Offensive für Deutschland,"Die Regierung plant eine große Kampagne fürs Energiesparen. Kritikern reicht das nicht: Sie fordern Geldprämien für Bürger, die sich einschränken.",Marcus Theurer,29.05.2022 15:06 Uhr,4,,interessant,0.8337,"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2012,https://www.faz.net/aktuell/wirtschaft/konjunktur/cannabis-legalisierung-das-braucht-es-fuer-den-geordneten-verkauf-18063503.html,Vom medizinischen Markt lernen,Das braucht es für einen geordneten Cannabis-Verkauf,"Die Ampel will Cannabis nun als Genussmittel legalisieren. Der Teufel steckt im Detail, denn schließlich muss eine ganze Infrastruktur neu aufgebaut werden. Ein Gastbeitrag.",Niklas Kouparanis,29.05.2022 13:08 Uhr,4,,nicht interessant,0.3386,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2013,https://www.faz.net/aktuell/wirtschaft/konjunktur/hannover-messe-erwartungen-von-ausstellern-und-kunden-sind-hoch-18065792.html,Vor dem Auftakt,Eine ganz besondere Hannover-Messe,Hannover ist bereit: Hier wird die weltgrößte Industriemesse eröffnet. Die Erwartungen von Ausstellern und Kunden sind nach zwei Jahren Corona-Pause trotz vieler Lieferkettenprobleme und des Kriegs in der Ukraine sehr hoch.,"Stephan Finsterbusch, Hannover",29.05.2022 12:41 Uhr,6,,nicht interessant,0.2945,"['O', 'O', 'O']","['O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
2014,https://www.faz.net/aktuell/wirtschaft/konjunktur/lebensmittelpreise-werden-wohl-um-mehr-als-10-prozent-steigen-18065739.html,Steigende Lebensmittelpreise,„Das Schlimmste kommt auf die Haushalte erst noch zu“,"Einer Studie zufolge dürften die Lebensmittelpreise im Jahr 2022 um mehr als 10 Prozent steigen. Während viele Hersteller höhere Kosten schon auf ihre Produkte aufschlagen, zögern die Handelsketten noch. Das dürfte sich bald ändern.",,29.05.2022 11:49 Uhr,92,,nicht interessant,0.6987,"['O', 'O']","['O', 'O']","[Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
